mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.4489745140075683,0.18059782492418397,0.06609187126159669,0.013633327210735298,,2,10,200,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 200}",0.9120879120879121,0.8587570621468926,0.9069767441860465,0.8977272727272727,0.8457142857142858,0.884252655372482,0.02686254735320233,75
3.628033256530762,0.36586394682182927,0.07005348205566406,0.015070164532399427,,2,10,300,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 300}",0.907103825136612,0.8505747126436781,0.9069767441860465,0.8926553672316384,0.8786127167630058,0.8871846731921963,0.021129102347575066,63
1.2466280937194825,0.09513340904401865,0.043070220947265626,0.012866392171243145,,4,2,100,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.9120879120879121,0.8390804597701149,0.9017341040462428,0.88268156424581,0.8823529411764706,0.88358739626531,0.024999176837016843,88
2.607800531387329,0.1957051454680451,0.060677719116210935,0.014532819615946742,,4,2,200,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.9130434782608695,0.8372093023255814,0.896551724137931,0.88268156424581,0.8771929824561403,0.8813358102852664,0.025310168010833273,99
3.4723098278045654,0.2663895980918778,0.06251931190490723,0.007207422892088111,,4,2,300,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.9130434782608695,0.8372093023255814,0.9017341040462428,0.88268156424581,0.8837209302325582,0.8836778758222124,0.02587929209818094,82
1.1858579158782958,0.11862939812400199,0.029293394088745116,0.0045738364245090125,,4,5,100,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.9120879120879121,0.8390804597701149,0.9017341040462428,0.88268156424581,0.8823529411764706,0.88358739626531,0.024999176837016843,88
2.393744373321533,0.264863153656719,0.047337675094604494,0.004959947429012011,,4,5,200,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.9130434782608695,0.8372093023255814,0.896551724137931,0.88268156424581,0.8771929824561403,0.8813358102852664,0.025310168010833273,99
3.6241565704345704,0.3313703995862293,0.08100223541259766,0.028040415338791723,,4,5,300,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.9130434782608695,0.8372093023255814,0.9017341040462428,0.88268156424581,0.8837209302325582,0.8836778758222124,0.02587929209818094,82
1.2267457485198974,0.11619644466455381,0.028057861328125,0.00309675473767752,,4,10,100,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 100}",0.9180327868852459,0.8342857142857143,0.8953488372093024,0.88268156424581,0.8771929824561403,0.8815083770164426,0.0274793367040794,96
2.416073369979858,0.20499055971199037,0.05948686599731445,0.0157106369559051,,4,10,200,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 200}",0.9230769230769231,0.8457142857142858,0.896551724137931,0.8813559322033898,0.8735632183908046,0.8840524167046668,0.02555876124415384,79
3.6994918823242187,0.31177668078372417,0.07537569999694824,0.013529826042857053,,4,10,300,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 300}",0.9180327868852459,0.8505747126436781,0.896551724137931,0.88268156424581,0.8735632183908046,0.884280801260694,0.022553477041555733,72
1.345031976699829,0.11287796790192302,0.036406326293945315,0.00828989250155806,10,1,2,100,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.918918918918919,0.8670520231213873,0.9132947976878613,0.8926553672316384,0.8901734104046243,0.8964189034728861,0.01847501313077145,2
2.695978879928589,0.21433905860377175,0.060283994674682616,0.015121218242623552,10,1,2,200,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.9247311827956989,0.8522727272727273,0.9080459770114943,0.88268156424581,0.8837209302325582,0.8902904763116577,0.02468936527624832,52
3.7414026737213133,0.16372082244354383,0.05968575477600098,0.0028626971051360717,10,1,2,300,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.918918918918919,0.8538011695906432,0.9080459770114943,0.8938547486033519,0.8901734104046243,0.8929588449058065,0.02210625170771449,19
1.3292141437530518,0.0992769298569827,0.026619672775268555,0.001816804326851825,10,1,5,100,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.9289617486338798,0.8636363636363636,0.9186046511627907,0.8926553672316384,0.8837209302325582,0.8975158121794461,0.02364455867959617,1
2.2071853637695313,0.052367768583797845,0.04213271141052246,0.002364920372827662,10,1,5,200,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.9180327868852459,0.8505747126436781,0.9017341040462428,0.8926553672316384,0.8850574712643678,0.8896108884142346,0.022399116713641833,54
3.274607276916504,0.175571027679981,0.06605215072631836,0.014593307877782957,10,1,5,300,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.9180327868852459,0.8505747126436781,0.9122807017543859,0.898876404494382,0.8850574712643678,0.892964415408412,0.024066160673577947,18
1.0750336647033691,0.06579602418476121,0.025604963302612305,0.0009975181707705637,10,1,10,100,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100}",0.9180327868852459,0.8488372093023255,0.9132947976878613,0.8938547486033519,0.8670520231213873,0.8882143131200344,0.026639765086586397,59
2.2495657444000243,0.13176511914728456,0.05541706085205078,0.013112655073585087,10,1,10,200,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 200}",0.9120879120879121,0.8488372093023255,0.9069767441860465,0.8876404494382022,0.8654970760233918,0.8842078782075756,0.024119197455753312,78
3.507519483566284,0.18265842524503742,0.06710700988769532,0.007784859922647006,10,1,10,300,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 300}",0.9230769230769231,0.8538011695906432,0.9069767441860465,0.8876404494382022,0.8901734104046243,0.8923337393392877,0.023112827001056963,29
1.224555253982544,0.07456607419747087,0.030261135101318358,0.00377489997526934,10,2,2,100,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.9340659340659341,0.8457142857142858,0.9069767441860465,0.8914285714285715,0.8837209302325582,0.8923812931254792,0.028997777938253432,28
2.2992842197418213,0.12859133127706898,0.04899239540100098,0.006130937608372392,10,2,2,200,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.9289617486338798,0.8505747126436781,0.9122807017543859,0.8926553672316384,0.8786127167630058,0.8926170494053176,0.027097148437099823,24
3.546523857116699,0.19725461918308185,0.06862635612487793,0.0067502355967489535,10,2,2,300,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.9289617486338798,0.8390804597701149,0.9069767441860465,0.8876404494382022,0.8888888888888888,0.8903096581834266,0.02968282292098608,48
1.2026697635650634,0.08304530351979998,0.026613807678222655,0.0014028511802602762,10,2,5,100,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.9239130434782609,0.8505747126436781,0.9122807017543859,0.8977272727272727,0.8620689655172413,0.8893129392241678,0.028419608161567363,55
2.341436672210693,0.16180985078721866,0.05418577194213867,0.008201813227331736,10,2,5,200,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.9289617486338798,0.8505747126436781,0.9069767441860465,0.898876404494382,0.8700564971751412,0.8910892214266255,0.027680978407522327,34
3.4727146148681642,0.13513497896079693,0.06178736686706543,0.002852035684016049,10,2,5,300,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.9289617486338798,0.8571428571428571,0.9017341040462428,0.8938547486033519,0.8685714285714285,0.890052977399552,0.025335065100972207,53
1.238690185546875,0.07693465835892914,0.03657989501953125,0.005842182658775317,10,2,10,100,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100}",0.9222222222222223,0.8522727272727273,0.9132947976878613,0.8876404494382022,0.8771929824561403,0.8905246358154306,0.02518919321940631,41
2.472610902786255,0.2434954059844599,0.05775880813598633,0.008671390418989715,10,2,10,200,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 200}",0.9171270718232044,0.8587570621468926,0.9017341040462428,0.903954802259887,0.8771929824561403,0.8917532045464733,0.020943141897694688,30
3.5447206020355226,0.2984380404214911,0.07940750122070313,0.011553701584197225,10,2,10,300,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 300}",0.9180327868852459,0.8620689655172413,0.9069767441860465,0.8876404494382022,0.8888888888888888,0.8927215669831249,0.019099513520118086,23
1.113823127746582,0.0913807402670957,0.03253569602966309,0.007401245276333109,10,4,2,100,"{'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.9120879120879121,0.8390804597701149,0.8953488372093024,0.8863636363636364,0.8823529411764706,0.8830467573214872,0.02424561085034884,94
2.4231544494628907,0.1866102981466462,0.045845556259155276,0.003882607250758358,10,4,2,200,"{'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.907103825136612,0.8342857142857143,0.8953488372093024,0.88268156424581,0.872093023255814,0.8783025928266504,0.024961190562783127,107
3.2292638778686524,0.1398401018544986,0.061632966995239256,0.0037212202164875682,10,4,2,300,"{'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.907103825136612,0.8390804597701149,0.8953488372093024,0.88268156424581,0.872093023255814,0.8792615419235306,0.023287753776278564,105
1.0630979061126709,0.024688775848595565,0.02619137763977051,0.0014908844653006965,10,4,5,100,"{'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.9120879120879121,0.8390804597701149,0.8953488372093024,0.8863636363636364,0.8823529411764706,0.8830467573214872,0.02424561085034884,94
2.0884491443634032,0.0316996926044229,0.047216796875,0.0026961339890040695,10,4,5,200,"{'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.907103825136612,0.8342857142857143,0.8953488372093024,0.88268156424581,0.872093023255814,0.8783025928266504,0.024961190562783127,107
3.1157917976379395,0.053118496402057146,0.06269288063049316,0.005787412466185412,10,4,5,300,"{'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.907103825136612,0.8390804597701149,0.8953488372093024,0.88268156424581,0.872093023255814,0.8792615419235306,0.023287753776278564,105
1.0612611770629883,0.014205987949044624,0.028673171997070312,0.002077720957719035,10,4,10,100,"{'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 100}",0.9171270718232044,0.8409090909090909,0.9069767441860465,0.88268156424581,0.8823529411764706,0.8860094824681244,0.026330290860183625,67
2.078991746902466,0.04534759720796615,0.042483186721801756,0.003556305534405862,10,4,10,200,"{'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 200}",0.9120879120879121,0.8361581920903954,0.9017341040462428,0.9028571428571428,0.8771929824561403,0.8860060667075667,0.027473891760148618,68
3.0578649044036865,0.08156014348918551,0.06355223655700684,0.006788951693069762,10,4,10,300,"{'model__max_depth': 10, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 300}",0.9130434782608695,0.8409090909090909,0.9017341040462428,0.8926553672316384,0.8771929824561403,0.8851070045807964,0.025019880479894247,71
1.1177340507507325,0.038844618862085206,0.028847312927246092,0.0038609155730123493,20,1,2,100,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.9081081081081082,0.8571428571428571,0.9017341040462428,0.9028571428571428,0.8654970760233918,0.8870678576355486,0.02129740230818325,66
2.315092611312866,0.05618059378666984,0.0446876049041748,0.002548965298772458,20,1,2,200,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.9139784946236559,0.8505747126436781,0.9017341040462428,0.8926553672316384,0.8850574712643678,0.8888000299619166,0.02140696433541766,56
3.4895535945892333,0.14710104304894214,0.0638662338256836,0.006715356103230986,20,1,2,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.918918918918919,0.8554913294797688,0.9069767441860465,0.8938547486033519,0.8901734104046243,0.893083030318542,0.021366917577926733,15
1.1636950969696045,0.04236897353489416,0.02616915702819824,0.001887654202408165,20,1,5,100,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.9289617486338798,0.8554913294797688,0.9132947976878613,0.8813559322033898,0.8850574712643678,0.8928322558538534,0.025731513477712114,20
2.41175856590271,0.07229999608123373,0.04971523284912109,0.00959746155927773,20,1,5,200,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.9239130434782609,0.8604651162790697,0.8914285714285715,0.8926553672316384,0.8863636363636364,0.8909651469562354,0.020199313171931802,35
3.7690276145935058,0.2446679132584953,0.06742525100708008,0.009685063088588259,20,1,5,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.9180327868852459,0.8604651162790697,0.9186046511627907,0.8926553672316384,0.8850574712643678,0.8949630785646224,0.021838916577301904,3
1.3401445865631103,0.15286377743139504,0.03333282470703125,0.002246757160647465,20,1,10,100,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100}",0.9171270718232044,0.8670520231213873,0.9122807017543859,0.8938547486033519,0.872093023255814,0.8924815137116286,0.020315741141279525,25
2.5473665237426757,0.242497936406179,0.04677977561950684,0.005945375343401155,20,1,10,200,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 200}",0.9222222222222223,0.8636363636363636,0.9069767441860465,0.8876404494382022,0.872093023255814,0.8905137605477297,0.021663011405985408,42
3.8669830799102782,0.32525950212480276,0.08369078636169433,0.02655795133838289,20,1,10,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 300}",0.9171270718232044,0.8554913294797688,0.9122807017543859,0.88268156424581,0.8850574712643678,0.8905276277135072,0.02235957143870835,38
1.1734867095947266,0.10142078606299414,0.02888646125793457,0.004656673354114676,20,2,2,100,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.9230769230769231,0.8488372093023255,0.8914285714285715,0.8863636363636364,0.8901734104046243,0.8879759501152161,0.02359350892329332,60
2.5888459205627443,0.1540825744362394,0.05000524520874024,0.008788189818287953,20,2,2,200,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.9333333333333333,0.8488372093023255,0.896551724137931,0.898876404494382,0.8888888888888888,0.8932975120313721,0.02698420056863565,12
3.55961127281189,0.30554759712815144,0.06341543197631835,0.010371727126501147,20,2,2,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.9333333333333333,0.8670520231213873,0.896551724137931,0.8938547486033519,0.8837209302325582,0.8949025518857123,0.021823946658464904,6
1.1755872249603272,0.09303876288883221,0.026834678649902344,0.002978207684066441,20,2,5,100,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.9239130434782609,0.8457142857142858,0.9028571428571428,0.8888888888888888,0.8901734104046243,0.8903093542686404,0.025602387658010886,49
2.3391653537750243,0.1295199530434935,0.05287189483642578,0.008816714990067151,20,2,5,200,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.9297297297297298,0.8457142857142858,0.8977272727272727,0.8938547486033519,0.8850574712643678,0.8904167016078016,0.026973342892355087,45
3.294904899597168,0.1873214354201793,0.05956134796142578,0.0026190043953165216,20,2,5,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.9347826086956522,0.8571428571428571,0.896551724137931,0.8938547486033519,0.8850574712643678,0.893477881968832,0.024927127109452905,9
1.1187870502471924,0.045670818659661265,0.02952299118041992,0.005218933502129221,20,2,10,100,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100}",0.9273743016759777,0.8571428571428571,0.9122807017543859,0.8926553672316384,0.8670520231213873,0.8913010501852494,0.02645016783766446,31
2.255296468734741,0.11769858741989989,0.0443626880645752,0.004098142222011446,20,2,10,200,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 200}",0.9120879120879121,0.8587570621468926,0.9069767441860465,0.8977272727272727,0.8457142857142858,0.884252655372482,0.02686254735320233,75
3.2647889137268065,0.16192177027475776,0.06178722381591797,0.003650619506922636,20,2,10,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 300}",0.907103825136612,0.8505747126436781,0.9069767441860465,0.8926553672316384,0.8786127167630058,0.8871846731921963,0.021129102347575066,63
1.1335206031799316,0.08726586378329,0.027916383743286134,0.002348972054988787,20,4,2,100,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.9120879120879121,0.8390804597701149,0.9017341040462428,0.88268156424581,0.8823529411764706,0.88358739626531,0.024999176837016843,88
2.1442063808441163,0.10006520280901138,0.04238457679748535,0.0026870313501904906,20,4,2,200,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.9130434782608695,0.8372093023255814,0.896551724137931,0.88268156424581,0.8771929824561403,0.8813358102852664,0.025310168010833273,99
3.3252973556518555,0.16962387003738458,0.06634287834167481,0.005798754723114926,20,4,2,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 300}",0.9130434782608695,0.8372093023255814,0.9017341040462428,0.88268156424581,0.8837209302325582,0.8836778758222124,0.02587929209818094,82
1.0715182304382325,0.04835848743198709,0.026763534545898436,0.002954872720857404,20,4,5,100,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.9120879120879121,0.8390804597701149,0.9017341040462428,0.88268156424581,0.8823529411764706,0.88358739626531,0.024999176837016843,88
2.139001226425171,0.10409185445761036,0.04806327819824219,0.006406857213516585,20,4,5,200,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.9130434782608695,0.8372093023255814,0.896551724137931,0.88268156424581,0.8771929824561403,0.8813358102852664,0.025310168010833273,99
3.2590014934539795,0.1532809633771057,0.06450066566467286,0.006717789369594594,20,4,5,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__min_samples_split': 5, 'model__n_estimators': 300}",0.9130434782608695,0.8372093023255814,0.9017341040462428,0.88268156424581,0.8837209302325582,0.8836778758222124,0.02587929209818094,82
1.063537311553955,0.05239633439966563,0.02661924362182617,0.002215205263035784,20,4,10,100,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 100}",0.9180327868852459,0.8342857142857143,0.8953488372093024,0.88268156424581,0.8771929824561403,0.8815083770164426,0.0274793367040794,96
2.0471665382385256,0.10306755379379624,0.044144201278686526,0.006385680316980807,20,4,10,200,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 200}",0.9230769230769231,0.8457142857142858,0.896551724137931,0.8813559322033898,0.8735632183908046,0.8840524167046668,0.02555876124415384,79
3.1708436489105223,0.13589117179444862,0.0612637996673584,0.006075953394307802,20,4,10,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__min_samples_split': 10, 'model__n_estimators': 300}",0.9180327868852459,0.8505747126436781,0.896551724137931,0.88268156424581,0.8735632183908046,0.884280801260694,0.022553477041555733,72
1.1777838230133058,0.07909800970105675,0.026217269897460937,0.0020461993629456226,30,1,2,100,"{'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.9081081081081082,0.8571428571428571,0.8953488372093024,0.9028571428571428,0.8654970760233918,0.8857908042681604,0.020558298751545495,69
2.4306751251220704,0.25321102701896714,0.06307053565979004,0.025856482739267616,30,1,2,200,"{'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.9139784946236559,0.8505747126436781,0.9017341040462428,0.8926553672316384,0.8850574712643678,0.8888000299619166,0.02140696433541766,56
